x,y,z
2.02,298.9050323989282,6.9820789460261645
2.0100000000000002,297.2988664014503,6.886319660317223
2,295.73063147529456,6.789002576869279
1.9900000000000002,294.20206763246154,6.690154066454439
1.9800000000000002,292.7147775379628,6.589802158489983
1.9700000000000002,291.2702353544201,6.487976580279633
1.9600000000000002,289.8697962552459,6.38470879887707
1.9500000000000002,288.51470654878045,6.280032062613998
1.9400000000000002,287.20614579591995,6.173973640516327
1.9300000000000002,285.9452206049366,6.066581134562275
1.9200000000000002,284.73283615116935,5.957890565879683
1.9100000000000001,283.5699116383628,5.847942739531819
1.9000000000000001,282.45731307102494,5.736780454237133
1.8900000000000001,281.3958648182712,5.624448546831908
1.8800000000000001,280.3863612479427,5.510993932972774
1.87,279.4295784033202,5.396465653762213
1.86,278.5262855919323,5.2809149197814955
1.85,277.67725704522667,5.164395154052172
1.84,276.88428760332226,5.046907243656379
1.83,276.14626533424337,4.928614767590969
1.82,275.46497177733005,4.809527422381652
1.81,274.8413170956063,4.689707947792532
1.8,274.27627465817613,4.569221525055289
1.79,273.7708929013643,4.448135820281258
1.78,273.3277269730428,4.3264439581088014
1.77,272.9452291351055,4.2043699873851095
1.7600000000000002,272.62610607144774,4.08191533771799
1.7500000000000002,272.3718289208118,3.959158093174898
1.7400000000000002,272.185646374455,3.836090934240455
1.7300000000000002,272.06608730620854,3.712971740978757
1.7200000000000002,272.01666610516287,3.5898009642991524
1.7100000000000002,272.03948690751326,3.46666785517775
1.7000000000000002,272.1386890688165,3.343569370374449
1.6900000000000002,272.313147664672,3.2207901464852586
1.6800000000000002,272.5673890191219,3.0983342578384696
1.6700000000000002,272.9043888645838,2.976302879825638
1.6600000000000001,273.32943849732163,2.85470237613014
1.6500000000000001,273.8419946061973,2.7338362220331027
1.6400000000000001,274.44786352204756,2.613717175592852
1.6300000000000001,275.15341531340323,2.494361952863708
1.62,275.95866289014134,2.37608308329567
1.61,276.8705845239707,2.2589031176600023
1.6,277.8968319756898,2.1428521261127003
1.59,279.0380346177644,2.028246962779346
1.58,280.3052198670914,1.9150325559199561
1.57,281.69941766054455,1.80352653547673
1.56,283.22993835327014,1.6937742360294399
1.55,284.9069411569709,1.585834105488861
1.54,286.7319427535926,1.4800207210437704
1.53,288.71904609682207,1.3763198036211246
1.52,290.86988434885876,1.2750421256709357
1.51,293.19969959721635,1.176193119746723
1.5000000000000002,295.70991381239236,1.0800782457536398
1.4900000000000002,298.4166011303177,0.9867244047345065
1.4800000000000002,301.32040883322804,0.8964305055761672
1.4700000000000002,304.4376133302498,0.8092463834106386
1.4600000000000002,307.7671589732024,0.7254634750615984
1.4500000000000002,311.3243933284834,0.6451556755040857
1.4400000000000002,315.1050831958646,0.5686063943077891
1.4300000000000002,319.1217730364603,0.4959143251058953
1.4200000000000002,323.3699665988386,0.42731987608411026
1.4100000000000001,327.84097791709723,0.3630513408209521
1.4000000000000001,332.5372868840734,0.3032448384695599
1.3900000000000001,337.4399032431373,0.24814126617993706
1.3800000000000001,342.5224039056666,0.19797036334258644
1.37,347.76600644106924,0.15290483975180813
1.36,353.125290972615,0.11318697904353867
1.35,358.5432002278457,0.07905011973132986
1.34,363.96465268474844,0.050700850773930765
1.33,369.3040707644022,0.028384663908762306
1.32,374.46555334997004,0.012339164696470456
1.31,379.33401209262206,0.002807622007142813
1.3,383.7914225760501,0.00003400434444208189
1.29,387.6960787016793,0.004272650504305417
1.28,390.9029442514408,0.015780192619859457
1.27,393.2656741768452,0.03481811905501995
1.26,394.6444041553034,0.061652817163121286
1.2500000000000002,394.91435408534153,0.09655868497682507
1.2400000000000002,393.97720301152714,0.13980851560157448
1.2300000000000002,391.7662988300268,0.19168484370987787
1.2200000000000002,388.25653320541437,0.25247409171916224
1.2100000000000002,383.4675446404428,0.32246777088965217
1.2000000000000002,377.4641075699539,0.4019625125442631
1.1900000000000002,370.352628405605,0.49126009499094714
1.1800000000000002,362.27413878706534,0.5906674705717696
1.1700000000000002,353.3947148731588,0.7004967833242114
1.1600000000000001,343.8945884867869,0.8210653874987676
1.1500000000000001,333.9590301934859,0.9526278126761429
1.1400000000000001,323.76201583821273,1.095636124802994
1.1300000000000001,313.4679082793691,1.250366049135117
1.12,303.2202550423714,1.4171557985652208
1.11,293.14014227667894,1.5963487833240444
1.1,283.3252633018612,1.7882935809128637
1.09,273.85318256145047,1.993188159127973
1.08,264.7727835643474,2.211684379976176
1.07,256.12256213588773,2.4440076140109834
1.06,247.92483423701674,2.6903116339288005
1.05,240.18317721721127,2.9513783021075497
1.04,232.89761076737042,3.227391617748899
1.03,226.0593670418226,3.5184504615653127
1.02,219.65092122033013,3.82548566506873
1.01,213.65483547697858,4.1482930193997
1,208.04877383453064,4.487913024065702
0.99,202.81020856392615,4.844044522376938
0.98,197.91563623566734,5.217423936642954
0.97,193.342915708105,5.608906705714831
0.96,189.06786859859915,6.018029553615454
0.95,185.06952249138442,6.4456235919152824
0.94,181.32892671958018,6.892646782345814
0.93,177.82363414616134,7.358457415903436
0.92,174.53694604036934,7.843984769084618
0.91,171.45200517011807,8.349646739570517
0.9,168.5531996985667,8.875861755887811
0.89,165.82612138118623,9.423048118399274
0.88,163.2575093766745,9.991623274059915
0.87,160.83518528549322,10.582003002338658
0.86,158.5479835237204,11.194600526281064
0.85,156.38568027910696,11.8298255279533
0.84,154.33892299379642,12.488083068950873
0.83,152.39916198262773,13.16977239850844
0.82,150.55858520459077,13.87528565982759
0.8099999999999999,148.80834340002804,14.60404709940333
0.8,147.1454857793035,15.35832298947227
0.79,145.56222016544461,16.13754338143295
0.78,144.0518489348489,16.941022031050462
0.77,142.61210135411736,17.771140325594036
0.76,141.23610943219904,18.626125700663216
0.75,139.92101182816788,19.507314604712654
0.74,138.66356277074286,20.416095734652632
0.73,137.4590725814158,21.350518887375337
0.72,136.30510935738496,22.311904254006812
0.71,135.1987963241036,23.300447272544353
0.7,134.13750734332376,24.31630843299753
0.69,133.11884865468605,25.35960936277549
0.6799999999999999,132.14064333311399,26.43042859050787
0.67,131.20091842326457,27.528796965851686
0.66,130.29789485954117,28.654692716574015
0.65,129.4312390452521,29.80693760108748
0.64,128.5971993609023,30.98760522466298
0.63,127.79722156084904,32.194311514202596
0.62,127.02721647755482,33.42890710510819
0.61,126.28966471041048,34.6889403777901
0.6,125.58228023392228,35.97501429136
0.59,124.90459725482195,37.28657528622188
0.58,124.25639729052982,38.62296037223883
0.5700000000000001,123.63774700860891,39.983387316030495
0.56,123.04904933539117,41.366944113736444
0.55,122.49111220376194,42.772577691895826
0.54,121.96774809291632,44.1984034116997
0.53,121.47589067762073,45.64446328520828
0.52,121.02325502733599,47.10790910941156
0.51,120.61102168908894,48.58767580024393
0.5,120.2442263700401,50.08180645116164
0.49,119.92971149133486,51.5881132644235
0.48,119.67678693654057,53.10415889836812
0.47,119.50045446363339,54.626981013402435
0.45999999999999996,119.4137574031583,56.15415067208165
0.45000000000000007,119.4458841133357,57.68189724239609
0.44000000000000006,119.63016075476466,59.20681428805623
0.43000000000000005,120.01897198157634,60.72487140533899
0.42000000000000004,120.69343266687054,62.231634421740004
0.41000000000000003,121.77585858692737,63.72229534560696
0.4,123.47704760552723,65.19154131415829
0.39,126.16086651569509,66.63354315235291
0.38,130.52080380972052,68.04192951959547
0.37,138.01285400950863,69.40980409312009
0.36,152.14259567471802,70.7295036789119
0.35,183.19290304918673,71.9927596868276
0.33999999999999997,271.3490974526162,73.19059037217046
0.33,610.0952189295604,74.31309406207748
0.32,603.6208588242615,75.34967199096694
0.31,228.33828177420767,76.28845409445114
0.30000000000000004,145.4128687778835,77.11710335789648
0.29000000000000004,120.05679833349704,77.82212561774261
0.28,109.4351198240237,78.38809213795771
0.27,103.9163387339262,78.79976278185194
0.26,100.51465518547698,79.0388667165039
0.25,98.0991983505957,79.0864119091821
0.24000000000000002,96.18292056403934,78.92380379510332
0.23,94.50717424450737,78.5278325257648
0.22,92.95358341918708,77.87753160120288
0.21000000000000002,91.43436243500463,76.94610881335886
0.2,89.8903428292447,75.70399557801841
0.19,88.32461108969055,74.12914235093994
0.18,86.70856964983786,72.18952190707735
0.17,85.01857192947854,69.85079695521387
0.16,83.26820045906521,67.08546276679147
0.15000000000000002,81.45674074582797,63.86255071468916
0.14,79.5609088207003,60.147450097473964
0.13,77.56463441560832,55.9124135119345
0.12000000000000001,75.41129728833108,51.13068065280049
0.11,73.05408562912969,45.79406851367455
0.1,70.33170454311464,39.89835219738483
